day,month,pure,stats,mech,physics,compsci,else,score
1.0,Jan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,Jan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,Jan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,Jan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,Jan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,Jan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,Jan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,Jan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,Jan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,Jan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,Jan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,Jan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,Jan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,Jan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,Jan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,Jan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,Jan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,Jan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,Jan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,Jan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,Jan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,Jan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,Jan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,Jan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,Jan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,Jan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,Jan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,Jan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,Jan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,Jan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,Jan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,Feb,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,Feb,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,Feb,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,Feb,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,Feb,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,Feb,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,Feb,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,Feb,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,Feb,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,Feb,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,Feb,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,Feb,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,Feb,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,Feb,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,Feb,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,Feb,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,Feb,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,Feb,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,Feb,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,Feb,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,Feb,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,Feb,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,Feb,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,Feb,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,Feb,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,Feb,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,Feb,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,Feb,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,Mar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,Mar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,Mar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,Mar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,Mar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,Mar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,Mar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,Mar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,Mar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,Mar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,Mar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,Mar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,Mar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,Mar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,Mar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,Mar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,Mar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,Mar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,Mar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,Mar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,Mar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,Mar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,Mar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,Mar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,Mar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,Mar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,Mar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,Mar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,Mar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,Mar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,Mar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,Apr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,Apr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,Apr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,Apr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,Apr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,Apr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,Apr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,Apr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,Apr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,Apr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,Apr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,Apr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,Apr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,Apr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,Apr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,Apr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,Apr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,Apr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,Apr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,Apr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,Apr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,Apr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,Apr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,Apr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,Apr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,Apr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,Apr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,Apr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,Apr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,Apr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,May,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,May,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,May,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,May,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,May,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,May,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,May,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,May,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,May,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,May,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,May,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,May,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,May,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,May,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,May,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,May,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,May,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,May,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,May,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,May,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,May,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,May,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,May,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,May,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,May,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,May,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,May,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,May,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,May,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,May,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,May,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,Jun,0.0,0.0,0.0,0.0,0.004,0.0,0.0
27.0,Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,Jul,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,Jul,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,Jul,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,Jul,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,Jul,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,Jul,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,Jul,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,Jul,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,Jul,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,Jul,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,Jul,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,Jul,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,Jul,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,Jul,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,Jul,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,Jul,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,Jul,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,Jul,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,Jul,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,Jul,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,Jul,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,Jul,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,Jul,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,Jul,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,Jul,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,Jul,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,Jul,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,Jul,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,Jul,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,Jul,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,Jul,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,Aug,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,Aug,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,Aug,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,Aug,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,Aug,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,Aug,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,Aug,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,Aug,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,Aug,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,Aug,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,Aug,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,Aug,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,Aug,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,Aug,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,Aug,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,Aug,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,Aug,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,Aug,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,Aug,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,Aug,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,Aug,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,Aug,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,Aug,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,Aug,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,Aug,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,Aug,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,Aug,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,Aug,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,Aug,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,Aug,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,Aug,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,Sep,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,Sep,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,Sep,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,Sep,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,Sep,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,Sep,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,Sep,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,Sep,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,Sep,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,Sep,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,Sep,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,Sep,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,Sep,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,Sep,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,Sep,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,Sep,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,Sep,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,Sep,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,Sep,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,Sep,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,Sep,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,Sep,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,Sep,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,Sep,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,Sep,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,Sep,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,Sep,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,Sep,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,Sep,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,Sep,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,Oct,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,Oct,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,Oct,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,Oct,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,Oct,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,Oct,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,Oct,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,Oct,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,Oct,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,Oct,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,Oct,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,Oct,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,Oct,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,Oct,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,Oct,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,Oct,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,Oct,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,Oct,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,Oct,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,Oct,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,Oct,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,Oct,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,Oct,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,Oct,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,Oct,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,Oct,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,Oct,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,Oct,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,Oct,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,Oct,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,Oct,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0
